Column1,Column2,Column3,Column4
-1.9538333799148238,-6.0564398068460745,-6.056439806895019,-6.056439806846065
0.6868968797459926,0.8675934654320816,0.8675934654174955,0.8675934654320828
0.31853513424608026,0.5273597052861054,0.5273597052726148,0.5273597052861059
0.41149182050358896,0.5955822205769948,0.5955822205792818,0.5955822205769952
0.008953132431533006,0.1633886233399708,0.1633886233429406,0.1633886233399728
-0.5916926046133683,0.8712242569232306,0.8712242569052451,0.8712242569232226
-0.07459462888341019,-0.056624018358605116,-0.05662401836214515,-0.05662401835860878
-0.3799084238767823,0.21508274733484803,0.21508274731146193,0.21508274733484414
0.279402242339045,1.007920231204379,1.0079202312249709,1.0079202312043758
0.5234599728488397,0.335595431537151,0.33559543155806454,0.335595431537149
-0.481153226891191,-0.28418643217308703,-0.2841864321697083,-0.28418643217307965
0.2330783967974943,0.18943330726651852,0.18943330726063218,0.189433307266512
0.6805464331836589,0.758583958851437,0.7585839588547291,0.7585839588514368
0.3448148764449477,1.1527197578180763,1.1527197578361335,1.1527197578180766
0.06453305549822536,0.7701571783836606,0.7701571784018825,0.7701571783836603
-0.40746560132705895,0.3793401435982605,0.3793401436182559,0.37934014359825985
-0.48618608932525953,0.24021247150953304,0.24021247153254965,0.24021247150953365
